#{"t_start": 1776588636.8938797, "env_id": "None"}
r,l,t
-163.427659,176,2768.211282
82.723401,274,2770.254478
-281.587294,115,2771.103669
1204.034923,417,2774.189121
-94.444875,243,2776.079122
-1135.289138,218,2777.777122
-2042.764481,500,2781.562121
252.913742,280,2783.566124
181.191961,157,2784.693124
-985.574958,265,2786.631122
-320.627295,195,2788.071121
-262.148386,129,2789.032121
713.361516,173,2790.301121
-281.125632,133,2791.272121
-920.735594,286,2793.353121
-262.239256,134,2794.352122
-225.463877,133,2795.348121
-1291.71984,400,2798.391124
-834.257102,385,2801.380122
973.545526,195,2802.907121
700.275287,138,2803.923121
-9.49271,118,2804.792121
-123.797342,164,2806.003123
-273.235178,113,2806.831123
-73.307064,114,2807.673121
314.262185,152,2808.793121
-224.488557,140,2809.849121
-296.161915,87,2810.508121
-136.933655,127,2811.470121
-59.227868,164,2812.675122
-201.572654,127,2813.581121
-97.655669,221,2815.161122
-181.472668,171,2816.374121
-886.513465,252,2818.156121
-650.02795,93,2818.812121
463.46078,198,2820.240122
83.965784,155,2821.401121
62.473614,131,2822.393121
-3.018474,231,2824.141121
-202.318907,196,2825.627122
84.520521,161,2826.798121
-578.822285,165,2827.980705
370.813346,146,2829.026707
-1761.475032,375,2831.786741
-50.316996,204,2833.341741
-96.439365,149,2834.46874
127.277593,146,2835.56574
-411.353919,131,2836.558741
-2997.857214,500,2840.256742
-327.605176,116,2841.11974
7.201566,195,2843.227741
55.783465,132,2844.260741
-496.552451,476,2847.977741
662.390729,140,2849.046741
162.711051,145,2850.097741
-138.583549,203,2851.552741
227.009683,222,2853.138742
-450.850031,158,2854.270741
153.004969,195,2855.715741
-2268.457224,500,2859.416741
-304.339584,150,2860.50974
-304.338989,131,2861.440741
-137.17527,220,2863.000741
22.985299,136,2863.961741
-265.760346,190,2865.305742
-627.279703,180,2866.69574
-15.724963,104,2867.48174
-513.877259,259,2869.452742
112.263433,204,2871.029741
-425.577885,396,2873.950742
-44.098131,274,2875.964742
136.080656,156,2877.125772
582.030159,184,2878.511769
849.399311,220,2880.158771
-302.267078,168,2881.420769
-573.715314,226,2883.114769
-569.705931,116,2883.974768
-782.63751,240,2885.756769
-345.701363,135,2886.758768
724.798258,220,2888.335769
-141.052708,231,2890.084773
317.844352,160,2891.306771
-27.360711,180,2892.656772
-294.831022,209,2894.230769
69.310783,115,2895.064769
394.401664,208,2896.549769
-1630.30937,482,2900.004768
-684.933379,213,2901.560768
90.491262,107,2902.328769
390.113617,275,2904.327769
74.898107,187,2905.687768
-1047.897783,255,2907.571768
231.764509,266,2909.531769
-1943.834069,500,2913.360773
-215.589022,170,2914.692772
-486.159532,173,2916.055772
-312.32136,171,2918.747768
-542.653359,169,2919.985768
-618.940557,228,2921.649769
-108.149008,114,2922.488768
-4956.060575,500,2926.323771
282.089832,135,2927.321768
-165.999013,135,2928.328769
-228.576492,93,2928.993768
-111.877574,96,2929.676771
-424.577022,157,2930.798769
196.684803,148,2931.845771
-425.139078,229,2933.477768
-1755.391706,307,2935.833769
-600.467599,153,2936.978772
7.394652,144,2938.071768
-438.771977,137,2939.113771
20.158364,104,2939.88677
-345.496955,218,2941.454769
-1196.250098,366,2944.085768
-284.369918,148,2945.153769
-396.665671,500,2948.911768
95.538929,180,2950.251771
-939.148502,306,2952.513769
-413.6177,148,2953.61177
-337.869228,129,2954.565768
-2.64344,155,2955.718768
325.733918,168,2956.985797
-119.629513,121,2957.917798
-36.556642,234,2959.723797
-270.447309,359,2962.515796
-197.306669,109,2963.314797
-98.21204,165,2964.522797
590.486769,149,2965.586797
630.473536,234,2967.255797
71.85898,211,2968.763797
-1458.347052,388,2971.551798
-119.05788,143,2972.579797
204.58357,178,2973.846797
-167.313214,235,2975.507797
-877.556635,193,2976.871797
-392.37724,191,2978.219797
-905.545391,332,2980.661797
-96.778284,188,2982.076797
-2516.090572,500,2985.904799
-41.994468,312,2988.174797
-421.942291,176,2989.453797
-937.437161,206,2990.973797
129.604955,120,2991.892797
-187.18714,165,2993.784797
148.555448,134,2994.817797
-629.419332,232,2996.567798
-2776.338808,500,3000.256797
922.396067,206,3001.777805
652.786625,158,3003.015797
-1321.613477,384,3005.985797
-2242.325558,500,3009.696797
-98.642256,98,3010.396799
766.846321,181,3011.692798
99.123536,191,3013.055797
767.779902,185,3014.415797
228.506287,157,3015.575797
819.413394,245,3017.362797
-30.722152,231,3019.048798
-3.817194,128,3019.957797
539.013486,158,3021.084797
-548.643784,116,3021.945798
-630.031346,195,3023.385798
-15.967788,99,3024.114797
-625.914594,190,3025.553797
-857.075917,188,3027.015797
461.664261,336,3029.632797
722.276926,224,3031.349797
-1113.529252,287,3033.453347
89.397128,121,3034.339348
-250.593592,133,3035.318348
380.663752,165,3036.538347
-107.03249,137,3037.562352
-246.628056,125,3038.495348
953.492791,261,3040.464347
168.462138,154,3041.566347
-859.563617,180,3042.848347
-436.42884,105,3043.590348
-443.627043,152,3044.666348
-337.708539,148,3045.715348
589.445533,133,3046.659348
-390.39743,151,3047.731348
-249.767754,152,3048.886354
108.87672,136,3049.912347
31.899423,153,3051.06635
-91.980534,201,3052.585347
104.711948,131,3053.572347
-512.693827,155,3054.685348
-408.585896,136,3055.664348
-154.727884,145,3056.706349
382.194227,146,3057.746348
61.12951,205,3059.248349
-1077.916342,249,3061.16635
-499.332445,224,3062.88235
107.229209,203,3064.440347
-433.51656,174,3065.735348
-79.178582,114,3066.573348
376.20078,225,3069.046008
-100.647524,105,3069.824008
-16.186457,155,3071.015011
-109.275652,137,3072.08501
-1533.201784,346,3074.785012
50.95363,146,3075.92101
-34.798469,140,3076.984009
324.544446,161,3078.154009
385.285932,177,3079.427009
124.213222,159,3080.570008
483.684709,236,3082.276008
403.764057,143,3083.350008
387.885062,127,3084.291074
206.386105,211,3085.863948
-79.443169,95,3086.568948
235.922993,175,3087.846949
-503.475701,162,3088.996949
-1707.210014,452,3092.215949
-476.595069,101,3092.928949
426.698836,299,3095.212948
-435.690225,106,3096.032948
375.275646,216,3097.703948
-78.00883,377,3100.559949
5.797312,207,3102.078949
-902.565251,398,3105.013949
220.15364,121,3105.930952
-481.274163,107,3106.735949
-426.374293,177,3108.049948
-315.336762,137,3109.083948
-85.876757,157,3110.260823
-471.194203,114,3111.106824
550.027778,222,3112.758823
506.068423,208,3114.297826
-437.690836,100,3115.039987
-493.280225,128,3115.995984
598.171774,238,3117.781967
-388.048047,158,3118.983449
-442.767948,368,3121.717902
-553.716758,145,3122.783373
-697.526016,224,3124.382828
-710.819672,457,3127.648277
-162.631904,144,3128.682908
-443.397456,116,3129.52247
360.324988,124,3130.419469
-850.5646,238,3132.14147
-453.331239,125,3133.035473
-876.013752,203,3134.469471
81.351078,186,3135.840469
196.013176,171,3137.100471
482.725947,237,3138.858472
491.120743,186,3140.328472
-160.399757,196,3141.846469
-160.563349,120,3144.076472
875.80805,181,3145.42347
-265.945715,108,3146.210469
-397.708663,112,3147.023471
-6.764642,150,3148.11947
-178.364073,187,3149.47947
128.202993,185,3150.883473
466.17507,286,3153.083469
496.507454,220,3154.774469
-49.730419,149,3155.888469
-1232.597486,391,3158.68247
-13.235653,154,3159.781471
90.453841,162,3160.93247
497.087104,221,3162.587474
-223.692335,211,3164.213472
-884.57799,286,3166.433473
-159.507767,175,3167.75447
559.953295,188,3169.103469
-0.034835,116,3169.93947
-304.045991,280,3171.948471
-182.428767,180,3173.275472
-662.260788,246,3175.13947
-179.310631,319,3177.569472
-314.201081,280,3179.659469
-1331.411685,500,3183.37747
-330.897231,345,3186.037471
-151.942096,204,3187.619469
40.612611,164,3188.907473
-315.198354,142,3190.019471
-1395.72034,500,3193.701469
-201.713224,260,3195.564469
644.078186,215,3197.10347
-125.557421,149,3198.16847
-564.635058,264,3200.089469
-2.404241,188,3201.459469
-215.470709,223,3203.023218
-102.229589,144,3204.040094
-13.178048,132,3204.978093
-281.964721,125,3205.861094
128.39601,198,3207.284546
56.629511,296,3209.518944
-300.013988,110,3210.356945
-43.082608,251,3212.302945
-295.866504,126,3213.268237
-320.12842,145,3214.324404
616.031324,327,3216.712294
-428.253292,184,3218.923293
-2.56966,171,3220.22827
-358.089681,173,3221.558238
-58.327349,205,3223.114217
-183.790577,96,3223.844193
-1481.276372,321,3226.212167
-216.046132,128,3227.154229
133.678168,156,3228.303298
-433.335907,131,3229.271332
-234.798932,99,3230.027424
201.767659,246,3231.923425
228.639806,329,3234.442425
-644.516068,236,3236.254425
461.818133,167,3237.453424
-71.979955,129,3238.371425
-1151.579852,240,3240.099424
535.949343,239,3241.839424
374.318229,260,3243.778425
-69.703081,163,3244.966425
147.132492,253,3246.854424
-270.787173,129,3247.777425
-614.718063,165,3248.947425
179.767331,188,3250.284425
3.667663,183,3251.640424
486.726618,228,3253.380425
-538.449566,378,3256.330425
-129.913391,128,3257.318424
693.671741,286,3259.473427
80.938965,120,3260.351425
-39.237995,171,3261.607424
-394.401412,222,3263.236424
-222.098658,115,3264.080424
-436.26174,132,3265.078426
-797.160432,260,3267.054425
-305.49158,213,3268.660425
-240.132428,262,3270.588431
430.553605,182,3271.872424
440.702058,187,3273.192424
65.273369,259,3275.012424
-1139.467678,307,3277.310425
-850.712156,220,3278.967424
-21.515158,111,3279.805424
609.645252,210,3281.381427
-886.725466,437,3284.491424
-548.666327,157,3285.607425
-399.087161,309,3287.831426
-711.316636,172,3289.138425
214.930962,134,3290.157424
-224.427947,164,3291.415425
369.905326,176,3293.843424
-670.139157,117,3294.702425
-97.504402,237,3296.447425
338.261213,189,3297.840425
-1423.30596,424,3301.174425
-441.549708,140,3302.277426
-543.091684,202,3303.857424
-291.379426,161,3305.053425
-180.051005,160,3306.209424
-860.26213,221,3307.823425
134.060916,147,3308.889425
-1573.575748,423,3311.999424
-678.002185,222,3313.632425
-761.121429,170,3314.883425
-742.608864,379,3317.593425
-2426.023642,500,3321.1914
-583.120232,282,3323.365396
-242.325439,128,3324.3664
124.175612,220,3326.083399
151.826885,206,3327.646397
242.315237,166,3328.866398
179.613766,164,3330.077396
84.42676,166,3331.300397
-624.087572,174,3332.576396
108.473393,174,3333.895399
-58.610507,214,3335.509396
101.085267,108,3336.319396
-511.253292,192,3337.768396
-362.560539,164,3338.994396
-506.495827,155,3340.150397
506.039223,293,3342.323398
79.455911,110,3343.137397
975.607411,210,3344.741398
181.049133,225,3346.500399
-788.156739,193,3347.979397
-319.587009,177,3349.322399
-128.85541,136,3350.365398
-519.074523,174,3351.609397
-299.182328,106,3352.363398
-198.291157,107,3353.132397
-300.911916,122,3354.003397
117.469771,153,3355.095397
-434.981695,100,3355.810396
-1713.772808,389,3358.612396
980.816373,275,3360.605399
590.579148,199,3362.019397
-352.208128,116,3362.841397
-90.216013,211,3364.346397
347.261527,167,3365.582398
-763.053861,177,3366.900401
-277.046778,86,3367.574399
-682.263899,188,3371.096399
-134.009258,180,3372.487397
709.308229,202,3373.954397
-248.597722,96,3374.651398
927.306413,204,3376.137397
-157.87894,169,3377.365398
209.634825,192,3378.830396
109.281128,128,3379.8154
493.145615,270,3381.874397
140.886864,144,3382.959396
134.453716,181,3384.306397
369.526794,306,3386.536396
-2585.97845,500,3390.182399
-20.365579,136,3391.225396
190.041003,108,3392.0534
254.894697,156,3393.271399
388.814706,248,3395.166397
-10.980581,135,3396.129397
-138.523165,119,3396.975397
-100.812401,183,3398.284397
-140.198288,100,3399.002396
-565.839032,141,3400.008396
-2410.553456,477,3403.532397
-868.420869,177,3404.868397
145.819519,181,3406.242396
-343.501541,132,3407.223403
-237.713528,128,3408.175398
-1621.626382,323,3410.578398
-1402.959097,458,3414.065396
-877.523111,237,3415.869397
-159.820993,123,3416.814399
-243.202808,141,3417.906397
23.977756,138,3418.935396
-59.87655,161,3420.122396
-274.34898,146,3421.193397
-321.161639,202,3422.677397
-119.734912,240,3424.437397
114.704826,200,3425.880397
279.672639,202,3427.351397
-380.169576,103,3428.097906
255.33549,213,3429.612906
-247.31339,384,3432.344905
-210.783278,217,3433.884906
55.734829,235,3435.609908
-297.877656,91,3436.299906
-216.193694,125,3437.245908
-109.120505,133,3438.255908
-101.22143,87,3438.907908
60.283203,181,3440.278908
-361.771766,345,3442.788906
-748.596131,211,3444.988906
-2074.31681,500,3448.785906
-11.578011,144,3449.880915
-421.498234,148,3451.021908
-2115.653399,492,3454.684905
-487.125916,101,3455.428906
-1851.856497,398,3458.431908
430.330762,211,3460.103905
-404.39111,145,3461.238905
-326.272096,143,3462.357908
2.696752,120,3463.289908
-54.138434,147,3464.372906
54.970061,194,3465.768906
-186.134197,129,3466.697906
25.157309,182,3468.004905
-33.465423,191,3469.396908
-376.479419,184,3470.754905
167.421958,152,3471.879907
514.635041,249,3473.715905
-259.280017,144,3474.772905
756.39211,212,3476.281906
-2899.635152,500,3479.859905
331.603594,189,3481.322909
-2480.834656,500,3485.240908
-1085.735777,295,3487.478907
81.932246,188,3488.852906
-598.961499,132,3489.823906
-749.067313,140,3490.854905
-383.809624,172,3492.129905
101.603604,141,3493.205908
78.670112,169,3494.489906
96.870395,132,3495.487907
411.360299,170,3496.770905
-805.7188,231,3498.501906
-69.205821,248,3500.301904
-433.459592,131,3501.232906
-141.562871,136,3502.196905
23.566629,230,3503.887908
-1592.774333,450,3507.339905
-5.907938,164,3508.570908
587.060428,189,3509.955905
-306.411873,168,3511.158906
-818.39215,164,3512.328906
526.497112,169,3513.529906
-1241.666906,397,3516.374906
265.950807,424,3520.957905
-42.361057,109,3521.757905
772.539214,169,3522.999905
184.014727,122,3523.899906
-482.142814,138,3524.917905
-1900.152379,358,3527.715908
284.398235,246,3529.656908
-1743.762509,403,3532.746907
-618.611956,197,3534.187907
112.144599,226,3535.840905
-861.836019,380,3538.719908
-17.110788,108,3539.526908
145.28068,162,3540.718905
331.109383,264,3542.682905
-94.087428,124,3543.571905
-1307.167366,294,3545.668906
-74.011385,227,3547.28094
35.3485,160,3548.427938
-167.738116,300,3550.733942
-372.150789,114,3551.625938
-490.140321,239,3553.486939
628.002447,217,3555.13494
2.163542,150,3556.215026
-8.164314,116,3557.049025
520.506246,208,3558.577025
-701.480008,231,3560.293024
-119.619128,192,3561.739024
-473.53376,150,3562.880025
-297.019694,264,3564.875025
-67.008483,143,3565.945024
-98.085227,165,3567.167026
-143.161057,152,3568.291026
-1816.495803,448,3571.636028
-123.475622,121,3572.580027
126.706788,126,3573.533028
-164.371034,134,3574.571025
-308.66946,252,3576.537027
123.309494,126,3577.503028
-136.77508,166,3578.700024
-82.111242,249,3580.481025
213.334303,281,3582.497028
-249.883654,210,3584.017024
-108.563321,116,3584.858024
152.844615,244,3586.625024
-346.726912,169,3587.860024
237.286048,181,3589.172025
-265.843664,124,3590.046024
-13.963346,159,3591.169024
67.791107,155,3592.267071
6.516976,149,3593.320604
187.457633,178,3594.625606
-795.169011,195,3597.391603
-463.161682,101,3598.190606
-987.254637,323,3600.676603
322.396074,182,3602.002604
67.856863,167,3603.220604
-558.758594,212,3604.768604
174.372876,123,3605.677606
-63.532218,128,3606.659606
355.942992,185,3608.062603
302.983948,160,3609.294603
73.271528,143,3610.394603
-2644.661757,500,3614.131603
-256.220398,305,3616.328603
-846.449134,265,3618.318607
-116.146325,205,3619.871606
141.770065,121,3620.818606
-278.163613,178,3622.210604
156.41424,180,3623.581604
387.82981,235,3625.265603
-183.07046,136,3626.242604
-273.743912,143,3627.271604
402.577149,277,3629.288604
75.121517,197,3630.717603
-6.193197,152,3631.827603
127.66833,201,3633.327603
271.088422,136,3634.351603
-1063.145688,374,3637.119477
-591.031956,287,3639.245477
-853.082334,242,3641.107804
-90.859704,131,3642.136102
500.777836,254,3644.104062
121.583948,150,3645.265038
117.171039,232,3647.017711
457.697775,356,3649.629362
143.676964,382,3652.460187
-474.126839,145,3653.515147
-862.84115,347,3656.052814
343.359287,196,3657.480258
-125.197477,141,3658.479258
-435.928327,186,3659.793261
307.026639,201,3661.216257
-349.484183,127,3662.115257
42.368585,252,3663.977261
-66.695064,114,3664.84926
603.695157,244,3666.696257
521.460979,159,3667.886258
66.298781,124,3668.827257
153.442415,146,3669.877257
