#{"t_start": 1776592310.176137, "env_id": "None"}
r,l,t
-426.332096,108,3249.568861
858.207929,434,3252.77883
-723.834152,387,3255.664458
629.969176,207,3257.289426
25.034656,339,3259.880371
323.67274,313,3262.150308
657.645868,280,3264.141266
-184.354038,280,3266.136521
-1298.440526,500,3269.725022
-2701.533407,500,3273.302021
353.49928,242,3275.01604
101.331271,176,3276.307012
-255.814647,233,3278.076978
-322.63573,366,3280.952919
-259.48385,207,3282.594722
-365.220679,142,3283.714307
-531.479026,382,3286.473308
23.720961,202,3287.944307
-37.40381,253,3289.825475
-300.655872,157,3291.021476
-162.739172,352,3293.714479
-696.775414,333,3296.134476
-1214.733384,340,3298.530386
-290.589869,500,3304.193389
382.549255,274,3306.302387
-88.364198,304,3308.479387
-410.655125,238,3310.163387
-466.871599,230,3311.85339
-46.079595,267,3313.817385
524.358232,252,3315.652386
-925.159048,305,3317.914386
-452.929414,227,3319.588386
389.071097,323,3321.942387
-278.793839,120,3322.831387
-2792.997127,500,3326.716389
-601.177088,207,3328.353387
196.694869,452,3331.695387
-1943.718132,445,3334.942388
-55.408362,247,3336.721388
526.257229,258,3338.613386
-553.063932,325,3340.944386
-167.231348,154,3342.007386
-743.276627,371,3344.606386
-13.962924,234,3346.318387
-285.407109,156,3347.519389
-1002.682972,174,3348.838388
-330.129029,103,3349.624387
-82.571594,294,3351.827387
-284.968538,158,3352.989387
-600.399344,146,3354.033386
-342.320792,105,3354.812385
-195.406414,127,3355.7149
-1050.533117,401,3358.719902
-1257.117818,207,3360.2849
-96.755544,285,3362.489899
-444.151819,96,3363.210901
-519.603565,156,3364.352727
-852.776618,305,3366.577727
358.519777,224,3368.205727
324.688626,219,3369.893727
-1105.312901,432,3373.286728
-436.176863,257,3375.242727
-236.693637,184,3376.556727
181.822128,194,3377.924727
-273.98336,134,3379.399727
-526.530375,213,3380.962727
397.632481,183,3382.335727
-250.805186,336,3384.830728
-1567.389482,446,3388.009727
-434.028299,93,3388.685727
167.011225,108,3389.443727
-481.10381,401,3392.415727
527.420334,168,3393.723727
-235.923684,305,3396.088727
-157.976501,133,3397.120727
-318.058226,500,3400.789727
-247.98199,319,3403.121727
-364.684637,294,3405.349727
-286.160136,90,3406.021727
-318.791652,209,3407.584727
49.284782,167,3408.838727
-613.548837,138,3409.841727
-84.845394,275,3411.748728
-285.146308,251,3413.510729
-102.881516,195,3414.933728
-337.796785,144,3416.016727
-782.461921,202,3417.528727
490.627384,238,3419.357727
-111.130135,180,3420.695727
-357.620782,129,3421.609727
-1750.838571,500,3425.179727
-908.348229,209,3426.674727
294.644888,230,3428.426727
-744.138005,320,3430.851727
-2384.833556,500,3434.539727
67.225794,137,3435.530727
12.709819,86,3436.169727
278.245271,160,3437.356727
-1318.7941,349,3440.109727
-892.834843,290,3442.389727
-95.529105,171,3443.700727
-2565.858032,500,3447.327727
-248.867975,114,3448.15173
-655.417802,500,3451.827743
-1949.773043,500,3457.248747
-358.227563,158,3458.349746
-97.870793,251,3460.181744
-471.720953,236,3462.024744
-300.143603,148,3463.177743
-584.078896,116,3464.093744
114.606879,162,3465.334743
48.086839,274,3467.328743
-27.650912,193,3468.722746
-1075.36754,500,3472.430892
-359.459091,134,3473.451893
-2283.211141,500,3477.195894
292.041924,219,3478.789893
108.972671,220,3480.399892
-1575.035928,500,3484.189895
-465.780078,141,3485.320892
-1195.263917,273,3487.408892
-264.859437,118,3488.297896
-700.999591,360,3490.889892
-280.767219,190,3492.257893
-476.035029,250,3494.018893
-358.094621,308,3496.228895
-1534.865701,500,3499.846893
-440.191893,114,3500.661892
-302.581352,176,3501.900893
250.294744,263,3503.749895
346.47725,387,3506.641895
-254.39643,327,3509.228895
-357.526572,105,3510.040896
-765.185085,335,3512.599892
76.672479,500,3516.240892
-342.819343,229,3517.945892
-413.276232,230,3519.716894
-362.186261,215,3521.364892
68.749558,161,3522.590892
-462.140166,231,3524.281892
-181.52947,187,3525.586891
-345.827694,218,3527.148892
-2977.465253,500,3532.969894
-752.78327,293,3535.146892
-751.256347,335,3537.550892
-341.305066,278,3539.546891
-341.433702,138,3540.572896
-232.194788,151,3541.689891
-1217.046647,414,3544.758892
-1113.518992,198,3546.238891
-24.217793,239,3547.983892
-641.466264,291,3550.133891
-375.752457,186,3551.560894
-304.375446,172,3552.901891
-153.384366,282,3555.084891
-12.194944,232,3556.877891
66.710363,237,3558.604891
-24.06093,278,3560.644892
-296.840587,342,3563.157749
65.868867,230,3564.839749
-1548.925926,500,3568.458751
-1564.138638,317,3570.686751
-652.375556,298,3572.794748
118.840049,205,3574.275748
-312.914128,154,3575.438754
42.472547,324,3577.932748
-370.785975,122,3578.886749
-249.062646,381,3581.655751
-814.415911,500,3585.299765
-1959.800757,405,3588.421985
-1305.818315,309,3590.795982
-305.851352,153,3591.919983
-1047.298544,227,3593.595983
-369.688715,131,3594.534983
-239.707414,195,3595.973983
-1254.611397,345,3598.648986
-280.890955,164,3599.945985
-305.710711,234,3601.821986
-74.512031,220,3603.499983
-427.378701,190,3605.932983
61.519387,176,3607.195985
-290.134066,107,3607.969983
-422.910802,163,3609.174613
-359.452971,262,3611.109611
-616.735483,297,3613.341612
-156.622111,132,3614.322611
-433.052304,223,3615.86761
-486.17549,313,3618.090611
206.097618,270,3620.049613
-289.667483,161,3621.294612
-442.543311,343,3623.972614
-301.321652,230,3625.76361
-421.268706,118,3626.616611
-318.438468,157,3627.760611
-308.802579,115,3628.603611
-450.739867,328,3631.001611
-337.222511,276,3633.07961
-557.716058,160,3634.28861
-682.026495,173,3635.583612
-2461.734558,500,3639.314259
-1499.033369,366,3641.916202
-362.02981,307,3644.19716
-217.577534,193,3645.650131
-664.138672,249,3647.544084
-449.740131,368,3650.236066
-666.684502,281,3652.237549
-508.961539,303,3654.399549
-399.805062,261,3656.275152
-231.212459,209,3657.811153
-439.323523,107,3658.595155
-125.919436,184,3659.959152
-557.771891,500,3663.629153
484.719983,323,3666.070155
-749.421481,500,3670.001155
-877.583701,331,3672.532153
-298.275333,495,3676.138153
-635.063136,280,3678.248155
